precision,recall
0.3903700756068444,1.0
0.39053686376003716,0.9998301053346925
0.3905627820546854,0.9998301053346925
0.39058870378973914,0.9998301053346925
0.39061462896588345,0.9998301053346925
0.3906405575838035,0.9998301053346925
0.3906664896441848,0.9998301053346925
0.39069242514771296,0.9998301053346925
0.3907183640950737,0.9998301053346925
0.3907443064869531,0.9998301053346925
0.39077025232403717,0.9998301053346925
0.3907962016070124,0.9998301053346925
0.3908221543365653,0.9998301053346925
0.3908481105133825,0.9998301053346925
0.3908740701381509,0.9998301053346925
0.39090003321155764,0.9998301053346925
0.3909259997342899,0.9998301053346925
0.39095196970703516,0.9998301053346925
0.390977943130481,0.9998301053346925
0.39100392000531525,0.9998301053346925
0.3910299003322259,0.9998301053346925
0.3911078620322988,0.9998301053346925
0.3911338561743985,0.9998301053346925
0.3911598537720173,0.9998301053346925
0.39118585482584417,0.9998301053346925
0.3912118593365685,0.9998301053346925
0.3912378673048797,0.9998301053346925
0.39126387873146734,0.9998301053346925
0.39128989361702127,0.9998301053346925
0.39131591196223153,0.9998301053346925
0.39134193376778825,0.9998301053346925
0.3913679590343819,0.9998301053346925
0.39139398776270284,0.9998301053346925
0.39142001995344194,0.9998301053346925
0.3914460556072901,0.9998301053346925
0.3914720947249385,0.9998301053346925
0.3914981373070782,0.9998301053346925
0.3915241833544009,0.9998301053346925
0.39155023286759816,0.9998301053346925
0.39157628584736176,0.9998301053346925
0.39160234229438384,0.9998301053346925
0.3916284022093565,0.9998301053346925
0.3916544655929722,0.9998301053346925
0.39168053244592343,0.9998301053346925
0.39170660276890307,0.9998301053346925
0.391732676562604,0.9998301053346925
0.39175875382771935,0.9998301053346925
0.3917848345649424,0.9998301053346925
0.3918109187749667,0.9998301053346925
0.3918370064584859,0.9998301053346925
0.3918630976161939,0.9998301053346925
0.3918891922487847,0.9998301053346925
0.3919152903569526,0.9998301053346925
0.39194139194139194,0.9998301053346925
0.39196749700279737,0.9998301053346925
0.39199360554186374,0.9998301053346925
0.3920197175592859,0.9998301053346925
0.39204583305575913,0.9998301053346925
0.3920719520319787,0.9998301053346925
0.39209807448864015,0.9998301053346925
0.39212420042643925,0.9998301053346925
0.39215032984607184,0.9998301053346925
0.39217646274823403,0.9998301053346925
0.3922025991336221,0.9998301053346925
0.39222873900293254,0.9998301053346925
0.39225488235686196,0.9998301053346925
0.3922810291961072,0.9998301053346925
0.39230717952136523,0.9998301053346925
0.3923333333333333,0.9998301053346925
0.39235949063270886,0.9998301053346925
0.3923856514201894,0.9998301053346925
0.39241181569647265,0.9998301053346925
0.3924379834622566,0.9998301053346925
0.3924641547182394,0.9998301053346925
0.39249032946511936,0.9998301053346925
0.39251650770359503,0.9998301053346925
0.392542689434365,0.9998301053346925
0.39256887465812823,0.9998301053346925
0.3925950633755837,0.9998301053346925
0.3926212555874308,0.9998301053346925
0.39264745129436884,0.9998301053346925
0.39267365049709746,0.9998301053346925
0.39269985319631656,0.9998301053346925
0.39272605939272603,0.9998301053346925
0.39275226908702615,0.9998301053346925
0.39277848227991724,0.9998301053346925
0.39280469897209985,0.9998301053346925
0.39283091916427476,0.9998301053346925
0.39285714285714285,0.9998301053346925
0.3928833700514053,0.9998301053346925
0.3929096007477634,0.9998301053346925
0.3929358349469186,0.9998301053346925
0.39296207264957267,0.9998301053346925
0.39298831385642735,0.9998301053346925
0.39301455856818485,0.9998301053346925
0.3930408067855473,0.9998301053346925
0.3930670585092172,0.9998301053346925
0.39309331373989714,0.9998301053346925
0.39311957247828994,0.9998301053346925
0.39314583472509856,0.9998301053346925
0.3931721004810262,0.9998301053346925
0.39319836974677624,0.9998301053346925
0.3932246425230522,0.9998301053346925
0.39325091881055796,0.9998301053346925
0.3932771986099973,0.9998301053346925
0.3933034819220744,0.9998301053346925
0.39332976874749365,0.9998301053346925
0.3933560590869594,0.9998301053346925
0.39338235294117646,0.9998301053346925
0.39340865031084965,0.9998301053346925
0.39343495119668404,0.9998301053346925
0.3934612555993849,0.9998301053346925
0.39348756351965763,0.9998301053346925
0.39351387495820794,0.9998301053346925
0.39354018991574163,0.9998301053346925
0.39356650839296464,0.9998301053346925
0.3935928303905832,0.9998301053346925
0.39361915590930374,0.9998301053346925
0.39364548494983276,0.9998301053346925
0.3936718175128771,0.9998301053346925
0.3936981535991437,0.9998301053346925
0.39372449320933967,0.9998301053346925
0.39375083634417235,0.9998301053346925
0.3937771830043493,0.9998301053346925
0.39380353319057815,0.9998301053346925
0.3938298869035669,0.9998301053346925
0.39385624414402354,0.9998301053346925
0.3938826049126565,0.9998301053346925
0.39390896921017404,0.9998301053346925
0.39393533703728495,0.9998301053346925
0.3939617083946981,0.9998301053346925
0.39398808328312246,0.9998301053346925
0.39401446170326726,0.9998301053346925
0.39404084365584197,0.9998301053346925
0.3940672291415562,0.9998301053346925
0.39409361816111965,0.9998301053346925
0.39412001071524244,0.9998301053346925
0.39414640680463464,0.9998301053346925
0.3941728064300067,0.9998301053346925
0.3941992095920691,0.9998301053346925
0.3942256162915327,0.9998301053346925
0.39425202652910835,0.9998301053346925
0.3942784403055072,0.9998301053346925
0.3943048576214405,0.9998301053346925
0.39433127847761995,0.9998301053346925
0.3943577028747571,0.9998301053346925
0.394317115668141,0.9996602106693849
0.3943435426579988,0.9996602106693849
0.3943699731903485,0.9996602106693849
0.3943964072659025,0.9996602106693849
0.3944228448853734,0.9996602106693849
0.39444928604947377,0.9996602106693849
0.3944757307589166,0.9996602106693849
0.39450217901441503,0.9996602106693849
0.3945286308166823,0.9996602106693849
0.394555086166432,0.9996602106693849
0.3945815450643777,0.9996602106693849
0.3946080075112333,0.9996602106693849
0.39463447350771297,0.9996602106693849
0.3946609430545308,0.9996602106693849
0.3946874161524014,0.9996602106693849
0.39471389280203933,0.9996602106693849
0.3947403730041594,0.9996602106693849
0.3947668567594767,0.9996602106693849
0.39479334406870636,0.9996602106693849
0.3948198349325639,0.9996602106693849
0.3948463293517649,0.9996602106693849
0.39487282732702506,0.9996602106693849
0.39495234259632167,0.9996602106693849
0.39497885480298045,0.9996602106693849
0.39500537056928037,0.9996602106693849
0.39503188989593824,0.9996602106693849
0.39505841278367126,0.9996602106693849
0.3950849392331968,0.9996602106693849
0.3951114692452323,0.9996602106693849
0.3951380028204956,0.9996602106693849
0.3951645399597045,0.9996602106693849
0.3951910806635771,0.9996602106693849
0.3952176249328318,0.9996602106693849
0.395244172768187,0.9996602106693849
0.3952707241703614,0.9996602106693849
0.3952972791400739,0.9996602106693849
0.3953238376780435,0.9996602106693849
0.3953503997849896,0.9996602106693849
0.3953769654616315,0.9996602106693849
0.39540353470868894,0.9996602106693849
0.39543010752688174,0.9996602106693849
0.3954566839169299,0.9996602106693849
0.3954832638795537,0.9996602106693849
0.39550984741547357,0.9996602106693849
0.39553643452541004,0.9996602106693849
0.395563025210084,0.9996602106693849
0.3955896194702165,0.9996602106693849
0.39561621730652863,0.9996602106693849
0.3956694237105776,0.9996602106693849
0.3956960322797579,0.9996602106693849
0.3957226444280046,0.9996602106693849
0.39574926015603984,0.9996602106693849
0.395775879464586,0.9996602106693849
