fpr,tpr
0.0,0.0
0.0016318537859007832,0.7363234794427455
0.0026109660574412533,0.7857628270472308
0.00293733681462141,0.8085287121984369
0.003154917319408181,0.8229697587495752
0.0032637075718015664,0.8323139653414883
0.003372497824194952,0.8391097519537887
0.0036988685813751088,0.8459055385660891
0.0036988685813751088,0.8518518518518519
0.0036988685813751088,0.8566089024804621
0.0039164490861618795,0.8596670064559973
0.004025239338555265,0.863914373088685
0.004242819843342037,0.8678219503907577
0.004786771105308964,0.8702004757050629
0.005113141862489121,0.8724091063540604
0.005113141862489121,0.8751274209989807
0.005113141862489121,0.8766564729867482
0.005113141862489121,0.8776758409785933
0.005221932114882507,0.8788651036357459
0.005221932114882507,0.8792048929663608
0.005221932114882507,0.8807339449541285
0.005330722367275892,0.881583418280666
0.005548302872062663,0.8827726809378186
0.005548302872062663,0.8837920489296636
0.005548302872062663,0.8854909955827387
0.005765883376849434,0.8863404689092762
0.005765883376849434,0.8873598369011213
0.005765883376849434,0.8878695208970439
0.006092254134029591,0.8885490995582739
0.006092254134029591,0.8890587835541964
0.006092254134029591,0.8893985728848114
0.006092254134029591,0.890248046211349
0.006201044386422976,0.891267414203194
0.006201044386422976,0.891946992864424
0.006309834638816362,0.8922867821950391
0.006309834638816362,0.8936459395174992
0.006418624891209748,0.8941556235134217
0.006636205395996519,0.8950050968399592
0.006636205395996519,0.8956846755011892
0.006744995648389904,0.8960244648318043
0.007071366405570061,0.8970438328236493
0.007071366405570061,0.8982330954808019
0.007071366405570061,0.898572884811417
0.007071366405570061,0.8990825688073395
0.007071366405570061,0.8994223581379545
0.0073977371627502175,0.8995922528032619
0.0073977371627502175,0.899932042133877
0.0073977371627502175,0.9001019367991845
0.0073977371627502175,0.9004417261297996
0.0073977371627502175,0.9011213047910296
0.0073977371627502175,0.9019707781175671
0.0073977371627502175,0.9023105674481822
0.007615317667536988,0.9024804621134896
0.007615317667536988,0.9034998301053347
0.007832898172323759,0.9045191980971797
0.007832898172323759,0.9050288820931023
0.007832898172323759,0.9057084607543323
0.007832898172323759,0.9063880394155623
0.007941688424717146,0.9070676180767924
0.00805047867711053,0.9074074074074074
0.00805047867711053,0.90791709140333
0.00805047867711053,0.9080869860686375
0.00805047867711053,0.9084267753992524
0.00805047867711053,0.908936459395175
0.00805047867711053,0.90927624872579
0.00805047867711053,0.9094461433910975
0.008159268929503917,0.9101257220523276
0.008159268929503917,0.910295616717635
0.008268059181897302,0.9104655113829426
0.008268059181897302,0.9111450900441727
0.008376849434290687,0.9113149847094801
0.008376849434290687,0.9118246687054027
0.008703220191470844,0.9118246687054027
0.008703220191470844,0.9121644580360176
0.008703220191470844,0.9123343527013251
0.00881201044386423,0.9128440366972477
0.008920800696257615,0.9130139313625553
0.009138381201044387,0.9135236153584777
0.009138381201044387,0.9138634046890928
0.009138381201044387,0.9155623513421679
0.009138381201044387,0.9160720353380903
0.009138381201044387,0.9162419300033979
0.009355961705831157,0.9164118246687054
0.009355961705831157,0.9167516139993204
0.009573542210617928,0.916921508664628
0.009899912967798085,0.9174311926605505
0.009899912967798085,0.917940876656473
0.009899912967798085,0.918280665987088
0.009899912967798085,0.919300033978933
0.009899912967798085,0.9196398233095481
0.009899912967798085,0.9198097179748556
0.010226283724978242,0.9199796126401631
0.010226283724978242,0.9208290859667007
0.010335073977371628,0.9208290859667007
0.010335073977371628,0.9211688752973156
0.010552654482158398,0.9211688752973156
0.010987815491731941,0.9213387699626232
0.010987815491731941,0.9215086646279307
0.011096605744125326,0.9215086646279307
0.011096605744125326,0.9216785592932382
0.011205395996518711,0.9220183486238532
0.011205395996518711,0.9225280326197758
0.011205395996518711,0.9226979272850833
0.011422976501305483,0.9226979272850833
0.011531766753698868,0.9228678219503907
0.01174934725848564,0.9228678219503907
0.01174934725848564,0.9232076112810058
0.01174934725848564,0.9235474006116208
0.01174934725848564,0.9238871899422358
0.01174934725848564,0.9243968739381584
0.01174934725848564,0.9245667686034659
0.012075718015665796,0.9247366632687734
0.012075718015665796,0.9249065579340808
0.012184508268059183,0.9252463472646959
0.012184508268059183,0.9254162419300034
0.012184508268059183,0.9257560312606185
0.012293298520452568,0.9260958205912334
0.012293298520452568,0.9264356099218485
0.012293298520452568,0.9267753992524634
0.012402088772845953,0.926945293917771
0.012728459530026109,0.926945293917771
0.012728459530026109,0.927285083248386
0.012837249782419496,0.927285083248386
0.012837249782419496,0.9274549779136935
0.01294604003481288,0.9274549779136935
0.01294604003481288,0.9284743459055386
0.013054830287206266,0.9284743459055386
0.013163620539599652,0.928644240570846
0.013163620539599652,0.9288141352361536
0.013381201044386422,0.9289840299014611
0.013381201044386422,0.9293238192320761
0.013598781549173194,0.9294937138973837
0.013598781549173194,0.9298335032279986
0.01392515230635335,0.9298335032279986
0.014033942558746737,0.9298335032279986
0.014251523063533507,0.9298335032279986
0.014251523063533507,0.9300033978933061
0.014469103568320279,0.9300033978933061
0.014469103568320279,0.9301732925586137
0.014795474325500435,0.9303431872239212
0.015013054830287207,0.9303431872239212
0.015339425587467363,0.9303431872239212
0.015339425587467363,0.9310227658851512
0.015448215839860748,0.9310227658851512
0.015774586597040906,0.9310227658851512
0.015992167101827676,0.9310227658851512
0.015992167101827676,0.9325518178729187
0.016318537859007835,0.9325518178729187
0.016536118363794605,0.9325518178729187
0.016536118363794605,0.9332313965341489
0.016753698868581374,0.9332313965341489
0.016753698868581374,0.9339109751953789
0.01686248912097476,0.9340808698606864
0.01686248912097476,0.9345905538566089
0.017080069625761533,0.9345905538566089
0.017080069625761533,0.935270132517839
0.017188859878154918,0.935270132517839
0.017188859878154918,0.9354400271831464
0.017297650130548303,0.9354400271831464
0.017515230635335072,0.9354400271831464
0.017515230635335072,0.9357798165137615
0.01784160139251523,0.935949711179069
0.01784160139251523,0.9361196058443765
0.017950391644908616,0.9361196058443765
0.017950391644908616,0.9364593951749915
0.018059181897302,0.9364593951749915
0.018059181897302,0.9373088685015291
0.01816797214969539,0.9373088685015291
0.01816797214969539,0.9379884471627591
0.01838555265448216,0.9379884471627591
0.018711923411662314,0.9379884471627591
0.018711923411662314,0.9383282364933742
0.019038294168842472,0.9383282364933742
0.019147084421235857,0.9383282364933742
0.019147084421235857,0.9388379204892966
0.019364664926022627,0.9388379204892966
0.019473455178416015,0.9388379204892966
0.019473455178416015,0.9390078151546042
0.0195822454308094,0.9390078151546042
0.0195822454308094,0.9403669724770642
0.019691035683202785,0.9403669724770642
0.019691035683202785,0.9405368671423717
0.01979982593559617,0.9405368671423717
0.01979982593559617,0.9407067618076792
0.019908616187989555,0.9407067618076792
0.019908616187989555,0.9408766564729868
0.02012619669277633,0.9408766564729868
0.02012619669277633,0.9410465511382943
0.020343777197563098,0.9410465511382943
0.020343777197563098,0.9413863404689092
0.020670147954743257,0.9413863404689092
0.020887728459530026,0.9413863404689092
0.02099651871192341,0.9413863404689092
0.02099651871192341,0.9417261297995243
0.021105308964316796,0.9418960244648318
0.02121409921671018,0.9418960244648318
0.02121409921671018,0.9425756031260618
0.021649260226283724,0.9425756031260618
